Front,Extra
 Ablação do ovário.  {c1::ooforectomia},Exemplo: O ato consiste na extirpação das gônadas (gonadectomia): testículos na castração masculina (orquiectomia);  ovários na castração feminina (ooforectomia).
"agonista {c1::opióide} muito fraco, usado em dores agudas e crónicas moderadas.",
" Relativo à boca. Que é articulado ou pronunciado, (em oposição a _escrito_): _linguagem oral_.  {c1::oral}","Exemplo: quot;Kleos Aphthiton and Oral Theory,&quot; ''Classical Quarterly'', 38 (1988): pp."
O ato consiste na extirpação das gônadas (gonadectomia): testículos na castração masculina ({c1::orquiectomia});  ovários na castração feminina (ooforectomia).,
 Arte de prevenir ou corrigir as deformidades do corpo.  {c1::ortopedia},"Exemplo: Referência nas áreas de trauma, neurocirurgia, neurologia, cirurgia geral, clínica médica e ortopedia, possui 704 leitos registrados no Ministério da Saúde (MS) para atender a demanda que lhe é submetida."
" Dificuldade de respirar, que obriga a estar em pé; asma.  {c1::ortopneia}","Exemplo: lt;ref name=NICEChp1/&gt; A falta de ar geralmente agrava-se com o exercício físico ou em posição deitada, e é capaz de acordar a pessoa durante a noite."
" Parte dura e sólida, que forma o arcaboiço do corpo dos animais vertebrados. Fragmento ou parte desse arcaboiço.  {c1::osso}","Exemplo: Aves''' são uma classe de seres vivos vertebrados endotérmicos caracterizada pela presença de penas, um bico sem dentes, oviparidade de casca rígida, elevado metabolismo, um coração com quatro câmaras e um esqueleto pneumático resistente e leve."
 Inflamação do tecido ósseo.  {c1::osteíte},"Exemplo: lt;ref name=&quot;placar1342&quot;/&gt; Seu rendimento foi prejudicado por pubalgias, que lhe fizeram ficar fora dos gramados duas vezes por mais de um mês."
"A artrose é também conhecida como osteoartrose, {c1::osteoartrite}, artrite degenerativa e doença articular degenerativa, é uma doença reumática que incide principalmente nas articulações dos joelhos, coluna, quadril, mãos e dedos.",
"Os {c1::osteoblasto}s são responsáveis pela produção da parte orgânica da matriz, ou seja, colágeno tipo I, proteoglicanas e glicoproteínas.",
"Granulócito neutrófilo|Neutrófilos]] , macrófagos , monócitos , células dendríticas , {c1::osteoclasto}s e eosinófilos podem ser classificados como fagócitos profissionais.",
 Formação dos ossos.  {c1::osteogênese},"Exemplo: Durante a sétima semana, a substituição dessa cartilagem por tecido ósseo (denomininada osteogênese) se inicia, com o estabelecimento de centros de ossificação primária, isto é, locais nos quais o tecido ósseo se deposita ainda na vida intrauterina."
" Parte da Anatomia, que trata dos ossos.  {c1::osteologia}","Exemplo: pt/rdpc/bitstream/10174/10410/1/Osteologia%20das%20aves,%20Rom%C3%A3o%202011."
"As pessoas com deficiência de vitamina D apresentam um risco acrescido de desenvolver problemas na mineralização dos ossos, como o raquitismo em crianças ou {c1::osteomalacia} em adultos.",
" Doença dos ossos, em geral.  {c1::osteopatia}","Exemplo: Nos Estados Unidos e Canadá, assim como em Portugal, o curso de medicina também é uma pós-graduação ''stricto sensu,'' sendo que antes do indivíduo ingressar na pós-graduação em medicina (MD) ou medicina osteopática (DO), deve ter feito graduações que envolvam conteúdos das áreas de ciências que na maioria das vezes são graduados em biologia, química, física, entre outros, desde que contenham o mínimo de matérias biológicas equivalentes exigidas."
 Aumento anormal da porosidade dos ossos.  {c1::osteoporose},"Exemplo: Foi comprovado que o consumo não moderado de álcool está associado a um maior risco de doença de Alzheimer e outras doenças senis, angina de peito, fraturas e osteoporose, diabetes, úlcera duodenal, cálculo biliar, hepatite A, linfomas, pedras nos rins, Transtorno Bipolar, síndrome metabólica, câncer no pâncreas, doença de Parkinson, artrite reumática e gastrite."
"org/{c1::ostomia}|titulo={c1::ostomia}|acessodata=2022-11-04|website=Dicionário Priberam|lingua=pt-br}}, '''Estomia'''{{Citar web|ultimo=S.",
 Inflamação da membrana mucosa do ouvido.  {c1::otite},Exemplo: lt;ref&gt;{{citar periódico|ultimo=Linzmeier|primeiro=Geise|data=Janeiro de 2009|titulo=Otite Externa|url=http://www.
"Em 2020, um grupo de otorrinolaringologistas de Itália, encontraram uma nova pista que pode apontar para a origem da perda auditiva de Beethoven.",
"Em 2020, um grupo de otorrinolaringologistas de Itália, encontraram uma nova pista que pode apontar para a origem da perda auditiva de Beethoven.",
"Em 1891, o {c1::otorrinolaringologista} americano John Roe apresentou um exemplo de seu trabalho: uma jovem em quem ele reduziu uma corcunda dorsal nasal para indicações cosméticas.",
" Órgão dos animais ovíparos, destinado à produção dos ovos. Cada um dos dois corpos laterais do útero, que na fêmea dos mamíferos contém os ovos destinados à fecundação.  {c1::ovário}","Exemplo: Por outro lado, quando o descascamento é feito de modo mais profundo, a superfície mostra-se toda perfurada, por ficarem expostas as lojas ou lóculos dos ovários dos frutilhos."
 Saída do óvulo.  {c1::ovulação},"Exemplo: O ciclo estral dura aproximadamente 7,5 dias, e o período de ovulação dura até 8 horas."
 Acto de oxidar. Oxigenação.  {c1::oxidação},"Exemplo: Outro exemplo de reações rápidas são as oxidações de metais nobres, que produzem óxidos extremamente resistentes e aderentes que impedem a continuidade da reação (passivação), como com o ouro ou o cromo, presente no aço inoxidável."
 Acto ou efeito de oxigenar.  {c1::oxigenação},"Exemplo: Todos os ecossistemas marinhos dependem fortemente das condições do mar próximas da superfície, entre outros motivos, porque ali se realiza a maior parte da oxigenação da água e ali principalmente viceja o plâncton, que está na base das cadeias alimentares marinhas, e nesta camada superficial as águas são mais sujeitas à influência da atmosfera."
" Gás simples, que faz parte da atmosfera e que sustenta a respiração e a combustão.  {c1::oxigênio}","Exemplo: Em função do desequilíbrio hídrico, em algumas regiões subtropicais está prevista tendência à desertificação, perdendo-se áreas férteis necessárias às lavouras e diminuindo a superfície coberta por florestas, de onde o homem obtém madeira e vários outros produtos naturais valiosos, e que são responsáveis por boa parte da produção de oxigênio e da redução dos níveis de gás carbônico."
"As aplicações habituais do oxigénio incluem, entre outras, o seu uso em calefações residenciais e motores de combustão interna, a produção de aço, plásticos e têxteis, aplicações de corte industrial e soldadura de aços e outros metais, como propulsor para foguetes, para terapias de oxigénio e sistemas de suporte à vida em aeronaves, submarinos, naves espaciais tripuladas e mergulho.",
" Processo, para avaliar a quantidade de ácido livre ou de sal ácido, contido numa substância qualquer.  {c1::oximetria}","Exemplo: Posteriormente, além da monitorização cardíaca foram introduzidos novos meios tecnológicos, como oximetria, monitorização hemodinâmica, monitorização da pressão intra-craniana, e outros procedimentos invasivos ou não que permitem uma ampla avaliação em tempo real das funções orgânicas e intervenções antes inviáveis."
com/article/2492453/malware-vulnerabilities/{c1::pacemaker}-hack-can-deliver-deadly-830-volt-jolt.,
" Pessoa, que tem paciência. Pessoa, que padece ou vai padecer. Doente. O que recebe a acção de um agente.  {c1::paciente}","Exemplo: id=GWySPwAACAAJ&amp;source=kp_book_description&amp;redir_esc=y|título=Antropologia da doença|ultimo=Laplantine|primeiro=François|data=1991|editora=Martins Fontes|lingua=pt}} Ele se concentra nos seguintes seis campos básicos: 1) o desenvolvimento de sistemas de conhecimento médico e assistência médica; 2) a relação médico-paciente; 3) a integração de sistemas médicos alternativos em ambientes culturalmente diversos; 4) a interação de fatores sociais, ambientais e biológicos que influenciam a saúde e a doença tanto do indivíduo quanto da comunidade como um todo; 5) a análise crítica da interação entre os serviços psiquiátricos e as populações migrantes (&quot;etnopsiquiatria crítica&quot;); 6) o impacto da biomedicina e tecnologias biomédicas em ambientes não ocidentais."
 Parte superior da cavidade bucal.  {c1::paladar},"Exemplo: O abacaxi é um fruto-símbolo de regiões tropicais e subtropicais, de grande aceitação em todo o mundo, quer ao natural, quer industrializado: agrada aos olhos, ao paladar e ao olfato."
 Que serve para paliar.  {c1::paliativo},"Exemplo: Em seus últimos anos de vida, sofria de câncer de cólon — diagnosticado em 2021 — e entrou em cuidado paliativo em 2022."
 O mesmo que _apalpadela_.  {c1::palpação},"Exemplo: Antes da época dos procedimentos médicos modernos, os principais meios para o estudo da estrutura do corpo eram a palpação e a dissecação."
 Acto de palpitar.  {c1::palpitação},Exemplo: Em 20 de setembro ele apresentou &quot;uma palpitação inconfortável no coração&quot; e seus médicos recomendaram de imediato a interrupção do trabalho e que fosse viver no campo por algumas semanas.
 Inflamação do pâncreas.  {c1::pancreatite},"Exemplo: carece de fontes|data=abril de 2017}} Segundo um desses estudos, Pessoa não revelava alguns dos sintomas mais típicos de cirrose hepática, tendo provavelmente sido vítima de uma pancreatite aguda ou, de acordo com o seu assento de óbito, &quot;obstrução intestinal&quot;."
" Doença que, ao mesmo tempo, ataca muitos indivíduos na mesma localidade.  {c1::pandemia}","Exemplo: Epidemias recentes de gripe aviária, Vírus Ebola e síndrome respiratória aguda grave, que custaram muitas vidas e enormes recursos financeiros, são exemplo dramáticos de zoonoses que provavelmente se tornarão mais frequentes, e sob certas circunstâncias podem degenerar em perigosas pandemias."
" Pequena saliência cónica, na superfície da pele ou das mucosas, formada de ramificações nervosas ou vasculares. Protuberância cónica, em diversos órgãos vegetais.  {c1::papila}",Exemplo: na língua que se situam a maioria das papilas gustativas.
" Variedade de epithelioma, caracterizada pelo aumento do volume nas papilas de pele ou da mucosa.  {c1::papiloma}",Exemplo: align=&quot;center&quot;|&quot;por sua descoberta dos vírus do papiloma humano que causam câncer cervical&quot;{{citar web|título=The Nobel Prize in Physiology or Medicine 2008|url=http://www.
" Qualquer operação, com que se faz evacuar um líquido, acumulado numa parte do corpo.  {c1::paracentese}","Exemplo: O tratamento geralmente consiste numa dieta pobre em sal, em medicamentos diuréticos e drenagem do líquido."
" Privação ou diminuição de sensibilidade e movimento voluntário, ou só de uma destas coisas.  {c1::paralisia}","Exemplo: No início de 1990, a Itália enfrentou desafios significativos, devido aos eleitores — desencantados com a paralisia política, a dívida pública enorme e extensa corrupção do sistema (conhecida como ''Tangentopoli'') descoberto pela &quot;Operação Mãos Limpas&quot; — exigirem reformas radicais."
"Fora de Vaduz, cada cidade tem um serviço de emergência operado por clínicos gerais e especialistas, além de {c1::paramédico}s que viajam com o serviço de ambulância.",
"Entre 1% e 2% desenvolvem mielopatia/{c1::paraparesia} espástica tropical, um quadro neurológico degenerativo crônico.",
 Paralisia dos membros inferiores.  {c1::paraplegia},"Exemplo: Roosevelt]], que necessitou de usar cadeira de rodas como resultado da sua paraplegia."
 Estudo científico do parasito.  {c1::parasitologia},"Exemplo: Estrutura dos seres vivos:''' ciências morfológicas (biologia celular, histologia), fisiologia, genética, biologia molecular e bioquímica, genética e evolução, microbiologia e parasitologia."
